"robot_sim.position.x","robot_sim.position.y","robot_sim.position.z"
-2.998927,0.5750314,-0.3469069
-2.799711,0.5750319,-0.5284352
-2.612558,0.5750301,-0.7236736
-2.490687,0.5750399,-0.9224941
-2.438799,0.5750287,-1.130548
-2.438289,0.5750004,-1.188981
-2.483991,0.5750299,-1.129012
-2.514197,0.5749997,-1.060182
-2.5308,0.5750009,-1.037541
-2.535518,0.5749871,-1.037739
-2.535861,0.5749995,-1.037735
-2.535804,0.5749956,-1.037561
-2.535902,0.5750004,-1.037534
-2.535997,0.5749916,-1.037614
-2.5361,0.5749998,-1.037721
-2.536142,0.574998,-1.037777
-2.535991,0.5750005,-1.037707
-2.536012,0.5749982,-1.03773
-2.536116,0.5749934,-1.037839
-2.536068,0.575002,-1.037788
-2.535972,0.5750006,-1.037699
-2.535984,0.574998,-1.037751
-2.536015,0.5749997,-1.037722
-2.536069,0.5749998,-1.037789
-2.536059,0.575009,-1.03779
-2.535998,0.5750006,-1.037794
-2.535914,0.5750006,-1.037867
-2.535926,0.574998,-1.037923
-2.535956,0.5749997,-1.037893
-2.535995,0.5749998,-1.037938
-2.536072,0.5749981,-1.038016
-2.536022,0.5750041,-1.037962
-2.53642,0.5750005,-1.026437
-2.532995,0.575027,-0.9107152
-2.499717,0.5750307,-0.7452918
-2.459587,0.575035,-0.5819727
-2.415168,0.5750316,-0.3896962
-2.376678,0.5750325,-0.1935914
-2.342169,0.5750319,0.0446907
-2.31369,0.5750329,0.3003619
-2.300123,0.5750374,0.5642902
-2.312193,0.5750377,0.8357476
-2.361167,0.5750355,1.081475
-2.428866,0.5750405,1.272934
-2.532635,0.5750402,1.37789
-2.568685,0.5750258,1.411634
-2.572633,0.5750533,1.413296
-2.57459,0.5749983,1.384833
-2.575016,0.5749998,1.379296
-2.575001,0.5749997,1.37928
-2.575023,0.5750011,1.379314
-2.575068,0.5750005,1.379381
-2.575109,0.5750004,1.379447
-2.575081,0.5749997,1.379418
-2.574983,0.5749998,1.379285
-2.574993,0.5750045,1.379299
-2.575027,0.5750006,1.379349
-2.57501,0.5749998,1.379376
-2.574847,0.5749998,1.379284
-2.574922,0.5750005,1.379376
-2.574956,0.5749999,1.379433
-2.574878,0.5749998,1.379324
-2.574887,0.5750006,1.379349
-2.574923,0.5750004,1.379388
-2.574975,0.5750004,1.379471
-2.574969,0.5749999,1.379477
-2.574915,0.5749998,1.379382
-2.574857,0.5750002,1.379301
-2.574918,0.5750004,1.379397
-2.574881,0.5749997,1.379336
-2.574852,0.5750028,1.379308
-2.574936,0.5750004,1.379439
-2.57493,0.5749998,1.379434
-2.574854,0.5749998,1.379328
-2.574833,0.5750013,1.3793
-2.574879,0.5750005,1.379367
-2.574945,0.5750004,1.379469
-2.574921,0.5750004,1.379491
-2.574905,0.5749936,1.379465
-2.574914,0.5749998,1.379433
-2.574865,0.5749998,1.37931
-2.574903,0.5750005,1.379374
-2.574965,0.5749999,1.379473
-2.574963,0.5749997,1.379449
-2.574944,0.5749998,1.379402
-2.574893,0.5749998,1.379341
-2.574842,0.5749998,1.379285
-2.574852,0.5750028,1.379301
-2.574904,0.5750005,1.379354
-2.574977,0.5749999,1.379455
-2.574858,0.5749998,1.379339
-2.574723,0.5750004,1.379459
-2.574629,0.5749999,1.37954
-2.573537,0.5749998,1.378448
-2.565719,0.5750366,1.297556
-2.545156,0.5750309,1.211556
-2.514983,0.5750313,1.082467
-2.475207,0.5750314,0.9062874
-2.425479,0.5750315,0.6838769
-2.363431,0.5750315,0.4046503
-2.303582,0.5750283,0.1236617
-2.253032,0.5750314,-0.1774541
-2.23033,0.5750277,-0.4905567
-2.246818,0.5750393,-0.7672383
-2.364324,0.5750006,-1.007661
-2.473588,0.5750253,-1.176365
-2.495604,0.5750369,-1.156319
-2.474325,0.5750306,-1.08615
-2.446748,0.5750414,-1.011819
-2.429322,0.5750294,-0.9451188
-2.413476,0.5749998,-0.920132
-2.410768,0.5749998,-0.907921
-2.410714,0.5749998,-0.9067258
-2.410621,0.5750001,-0.9068256
-2.410603,0.5750107,-0.9068507
-2.410642,0.5750008,-0.906801
-2.410704,0.5750004,-0.9067168
-2.410741,0.5750004,-0.9066401
-2.410724,0.5749998,-0.9066491
-2.410708,0.5749998,-0.9066619
-2.410711,0.5749997,-0.9065763
-2.410642,0.5749998,-0.9066259
-2.410587,0.5749998,-0.9066803
-2.410634,0.5750008,-0.9066355
-2.411164,0.5750005,-0.9053806
-2.40977,0.5750004,-0.9027336
-2.408799,0.5750305,-0.8308066
-2.398725,0.5750327,-0.733541
-2.384049,0.5750315,-0.59365
-2.364096,0.5750315,-0.402896
-2.340397,0.5750315,-0.1758866
-2.310172,0.5750315,0.1125906
-2.276279,0.575036,0.4410379
-2.256646,0.5750375,0.7424915
-2.26357,0.5750392,1.024752
-2.311975,0.57504,1.269893
-2.386806,0.5750406,1.395636
-2.510967,0.5750018,1.450126
-2.55694,0.5749998,1.470765
-2.5759,0.5750005,1.485158
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
-2.578959,0.575,1.486263
