"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z","robot_vr.direction.x","robot_vr.direction.y","robot_vr.direction.z"
-0.04212415,0.6116954,0.110199,-0.003314774,-0.003447273,0.02613853
-0.04212415,0.6116954,0.110199,-0.003314774,-0.003447273,0.02613853
-0.04215825,0.6117766,0.1101375,359.9873,359.9875,0.03459269
-0.03777516,0.6094415,0.01363689,359.8844,1.165139,0.1596998
0.00001370907,0.6090499,-0.05085254,358.6718,27.93949,359.3884
-0.02349818,0.6074103,-0.05337286,359.246,11.11827,359.7089
-0.004871249,0.6080909,-0.06437212,358.9638,29.40816,359.1264
0.00550282,0.6079173,-0.08480805,358.9128,51.84431,358.0829
-0.005053043,0.6090003,-0.07389808,358.7439,39.78273,358.5331
-0.007075548,0.6110281,-0.06598175,358.7359,34.02396,358.9773
-0.007075548,0.6110281,-0.06598175,358.7359,34.02396,358.9773
-0.007235885,0.6108032,-0.06598616,358.7596,34.03988,358.97
-0.0650841,0.6090013,-0.1604364,357.5086,35.11942,358.1885
-0.1274513,0.6041814,-0.1823999,358.8168,6.888463,359.6134
-0.1622423,0.6026171,-0.1901153,0.2020909,342.4586,0.1174802
-0.1877844,0.6025701,-0.1912344,1.154059,322.0042,0.6312539
-0.2114441,0.6022322,-0.1977687,1.596757,302.9616,0.2278791
-0.2312776,0.6013224,-0.2116699,2.100398,282.0759,0.3613931
-0.2473801,0.5999169,-0.2358412,2.677697,259.6212,359.6433
-0.2571128,0.5994103,-0.2579933,3.552402,243.2736,359.1625
-0.2641455,0.5984286,-0.2818023,3.213377,227.1906,358.7366
-0.2843484,0.5932177,-0.3322589,4.634181,215.1935,357.6058
-0.3604374,0.5916128,-0.459119,2.651321,213.5277,357.4691
-0.4306861,0.5860957,-0.5861308,3.429659,211.636,358.3526
-0.4306861,0.5860957,-0.5861308,3.429659,211.636,358.3526
-0.4685535,0.5759541,-0.662075,4.3195,210.4395,357.705
-0.4556187,0.5861571,-0.5860695,3.105492,226.9904,358.4917
-0.4466891,0.5867496,-0.5500585,3.01657,245.9877,359.4113
-0.427726,0.5880508,-0.522098,2.855379,264.6042,0.1263336
-0.4028517,0.5888309,-0.5031793,2.125322,281.5154,0.4025862
-0.3767215,0.5901332,-0.493248,1.646797,296.9033,0.7403029
-0.3466661,0.5900655,-0.4902118,1.148114,313.5524,0.8247565
-0.3188729,0.5913017,-0.4952826,0.2932751,328.0123,0.5200123
-0.3041381,0.5907745,-0.502516,0.04165183,336.8169,0.2161415
-0.3323463,0.59303,-0.4610792,0.4894611,333.1542,359.3434
-0.4105992,0.5937231,-0.3293918,0.2701011,332.3972,0.4580266
-0.4865515,0.5935606,-0.2066553,0.9322523,331.2009,0.4381129
-0.5714865,0.5970095,-0.07952595,0.9378595,329.2599,0.9744303
-0.6587819,0.5972787,0.04616284,0.4101257,327.9189,0.1388085
-0.7506862,0.5985773,0.1717696,0.8556084,326.426,0.6511012
-0.8449974,0.6001943,0.2948163,0.9884329,325.3834,0.7784595
-0.8449974,0.6001943,0.2948163,0.9884329,325.3834,0.7784595
-0.9004317,0.6006926,0.3958995,0.7067891,341.5105,0.7714644
-0.8750175,0.6010681,0.4135742,358.7867,14.78302,0.2562978
-0.870225,0.6040794,0.4328785,357.5975,15.3023,359.987
-0.8423606,0.6052564,0.5770071,359.8344,14.07259,359.6603
-0.8186557,0.6120309,0.7196208,359.7559,12.57654,359.7926
-0.7932737,0.6153538,0.871356,358.5202,11.56574,359.379
-0.7932737,0.6153538,0.871356,358.5202,11.56574,359.379
-0.7867814,0.6085935,0.9279542,0.3790311,10.58598,0.05923543
-0.7719132,0.6164122,0.862591,358.7309,26.85803,359.0407
-0.762251,0.6151677,0.8245884,359.1147,52.83072,358.0408
-0.7657667,0.6141682,0.7970129,359.7623,71.90839,357.1318
-0.7763199,0.6133722,0.7768209,0.2792177,91.3577,356.8253
-0.7912365,0.6121557,0.7582084,1.168333,112.5861,356.5448
-0.8113403,0.6127868,0.7461982,1.50109,133.522,356.3593
-0.7607158,0.6115094,0.7159274,1.408069,129.0407,356.6599
-0.6503307,0.613966,0.6401744,0.8404725,127.6991,356.465
-0.5274246,0.6155137,0.5586846,1.232686,126.2058,356.529
-0.3818214,0.6146517,0.4681317,1.147595,125.1324,355.914
-0.2562214,0.6165162,0.3901384,1.091506,124.2515,356.4059
-0.1288557,0.6188027,0.3174675,0.4802367,123.2288,356.118
0.01400959,0.6186491,0.2364459,0.9368613,121.9284,356.5475
0.1491132,0.6220978,0.1607357,0.8423665,121.0914,355.7581
0.2885306,0.6228908,0.09165478,0.8910819,119.5595,356.3542
0.2885306,0.6228908,0.09165478,0.8910819,119.5595,356.3542
0.3834668,0.6254733,0.02848017,0.7009988,131.6399,356.19
0.3855135,0.6252397,-0.002004623,1.910654,156.0083,356.2893
0.4124802,0.6248202,-0.05683601,1.716629,155.0992,356.3695
0.4818388,0.6202861,-0.1842329,2.449542,153.918,355.4451
0.5651406,0.6191074,-0.321226,2.417953,152.2222,356.4183
0.6420125,0.6172267,-0.4472091,2.582985,151.0463,356.334
0.7339011,0.6161393,-0.5928755,2.227161,149.9831,355.5172
0.7339011,0.6161393,-0.5928755,2.227161,149.9831,355.5172
0.7631282,0.613045,-0.6363971,3.129135,151.0045,355.7929
0.7513884,0.6167408,-0.5747238,1.474816,133.2421,355.0022
0.7607023,0.6197559,-0.5522012,0.02685598,112.568,356.2527
0.7716688,0.619663,-0.5332455,359.5267,92.65063,356.5197
0.7821318,0.620314,-0.5138753,359.2742,74.23055,357.188
0.7862767,0.6210188,-0.4933488,358.7559,56.65157,357.7759
0.7821156,0.6215444,-0.4706527,358.8155,36.87666,358.7875
0.7760557,0.6207595,-0.4511346,359.0947,22.17828,359.3343
0.7707452,0.620165,-0.4339696,0.09987815,10.68755,0.2209787
0.7771479,0.6213509,-0.3903514,359.4202,10.93725,0.07446334
0.7915572,0.6287434,-0.246885,359.0203,9.220586,359.7243
0.8005813,0.634257,-0.104537,358.2436,7.203792,0.7787406
0.8085886,0.6369563,0.05766523,359.4674,4.639541,359.5478
0.8062562,0.6423512,0.2121689,359.3098,3.182281,0.4024324
0.8011657,0.6464764,0.3654644,359.5009,1.287302,0.4167507
0.7940482,0.6521703,0.494771,359.4244,0.2756524,0.7004617
0.7817982,0.6550251,0.6585881,0.05089062,358.3983,0.2393683
0.765118,0.662704,0.8129222,0.3945519,357.5134,0.09309862
0.765118,0.662704,0.8129222,0.3945519,357.5134,0.09309862
0.7550875,0.6627446,0.8831215,1.003101,355.1951,0.2953123
0.7368201,0.6592207,0.8130703,0.1440322,337.0581,1.019074
0.7163264,0.6577077,0.8034641,1.398118,321.4644,0.7350604
0.6950523,0.6579108,0.8047408,1.851621,307.0365,0.5950438
0.6725119,0.6573042,0.7999231,2.150401,294.035,0.5746096
0.6490561,0.6555836,0.7851447,2.818373,280.7162,359.8816
0.6257675,0.653928,0.7695853,3.472991,260.4912,359.8572
0.6138765,0.6527302,0.7373629,3.814807,234.3096,358.1192
0.6090711,0.6510328,0.7146616,3.999784,218.3184,357.4932
0.609073,0.6522354,0.7164747,3.703896,219.6989,357.5864
0.5457822,0.6460574,0.6245959,4.359833,218.2439,358.1258
0.4585208,0.640135,0.4944562,3.762749,216.1189,357.4964
0.3811103,0.6348382,0.3697331,3.582235,214.5663,357.4487
0.309944,0.6288657,0.2499219,3.445098,213.9002,357.5178
0.2343436,0.6217725,0.1134917,3.914794,212.0338,357.9264
0.163175,0.6171983,-0.02279365,3.19807,210.7466,357.4533
0.09452498,0.6119831,-0.1630224,3.093303,208.8696,357.4606
0.03065753,0.6028767,-0.3058203,3.7208,208.0182,357.5762
-0.02820861,0.5957611,-0.4407802,4.294406,205.8825,356.9986
-0.02820861,0.5957611,-0.4407802,4.294406,205.8825,356.9986
-0.08919704,0.592978,-0.5347711,4.162267,224.6638,358.1304
-0.105795,0.5917542,-0.5348684,4.308035,238.3297,359.0277
-0.1389068,0.5882634,-0.5609325,5.075722,236.6279,359.0774
-0.2464162,0.5852202,-0.6439756,3.910616,235.2793,359.0642
-0.3642179,0.582056,-0.7391821,2.870016,232.9458,358.5789
-0.4803045,0.5780518,-0.8420374,3.078005,231.7411,358.8335
-0.4803045,0.5780518,-0.8420374,3.078005,231.7411,358.8335
-0.5397274,0.5767798,-0.9003695,4.949665,229.98,357.8454
-0.506807,0.5756342,-0.8337975,3.461117,247.8024,359.5759
-0.4928737,0.5778136,-0.8059763,2.983715,262.7828,359.7734
-0.4754254,0.5787517,-0.7860727,2.834098,275.9913,359.7508
-0.4547886,0.5790215,-0.7736843,2.61255,288.4816,0.01273585
-0.4354465,0.579294,-0.7662327,2.277536,298.6277,0.2773111
-0.4194834,0.5804212,-0.7622783,2.081415,306.5721,0.4924487
-0.4063374,0.5800791,-0.7614251,1.755317,312.7786,0.459388
-0.3976946,0.5806127,-0.7610022,1.677367,316.6857,0.5776486
-0.3873249,0.5811495,-0.7621826,1.360795,321.8394,0.4295858
-0.3743804,0.5813245,-0.7634493,1.152244,328.033,0.1189138
-0.3679781,0.5809155,-0.7643327,1.17139,331.4145,0.04548429
-0.3971151,0.583339,-0.72597,0.1470547,329.1305,0.6648403
-0.487658,0.581392,-0.6000847,1.838202,327.1322,0.3681396
-0.5741588,0.5831908,-0.4850999,1.542498,325.8345,0.4116459
-0.5741588,0.5831908,-0.4850999,1.542498,325.8345,0.4116459
-0.6350919,0.5854586,-0.3885536,0.4728827,335.783,359.808
-0.6222897,0.5849246,-0.3575962,0.1470321,2.229707,0.1998397
-0.6278751,0.585583,-0.3018484,359.9835,358.9872,0.6028264
-0.639955,0.5898885,-0.1718091,359.3722,358.3334,0.07624254
-0.6585138,0.5938022,-0.01115978,0.3299752,355.9717,0.1556059
-0.6796622,0.5977434,0.1236266,0.1564573,354.1498,0.5861239
-0.7070401,0.6000602,0.2745718,359.8701,352.6614,0.1964128
-0.7401603,0.6036767,0.4257424,359.778,351.0287,0.288379
-0.7754616,0.6057738,0.5777844,0.7993075,349.1637,359.9448
-0.8211137,0.6050924,0.7344427,1.83006,347.3863,0.08600038
-0.8211137,0.6050924,0.7344427,1.83006,347.3863,0.08600038
-0.8525901,0.6034676,0.8297815,3.395376,344.6866,0.1808361
-0.8018043,0.6112385,0.770174,0.1990418,1.606979,359.6147
-0.7779998,0.6102124,0.7424315,359.5098,21.82504,359.5162
-0.7639642,0.6088558,0.7174993,359.8346,40.55375,358.5274
-0.7593933,0.6086454,0.6935858,359.8789,56.2322,358.1588
-0.7596748,0.6084439,0.6697021,359.9781,72.79718,357.8074
-0.7632198,0.6093471,0.6508131,0.1841675,87.69772,357.5354
-0.7732223,0.6087575,0.6311699,0.3689082,108.1612,357.1076
-0.7872139,0.607734,0.6170053,0.9142464,127.2337,356.824
-0.7259524,0.6088862,0.5886524,1.009498,122.6045,356.152
-0.6036574,0.6104884,0.5249419,1.010991,121.3261,356.778
-0.4577444,0.6102206,0.452943,1.074756,119.0697,355.7754
-0.3158495,0.6137538,0.3889606,0.8738731,117.7114,355.5175
-0.1803863,0.6166415,0.3299661,0.4265865,116.2701,355.8914
-0.03710556,0.6192131,0.2720598,0.3868802,114.9668,356.0049
0.1161728,0.6207552,0.2162411,0.3018823,113.1734,355.6252
0.1161728,0.6207552,0.2162411,0.3018823,113.1734,355.6252
0.204114,0.6231555,0.1673481,0.7104183,127.0435,355.7659
0.2079877,0.6219114,0.1403712,1.905525,149.166,356.0925
0.2469786,0.62319,0.08914638,1.464258,146.7213,356.1412
0.3289765,0.6227777,-0.01865798,1.321119,145.4333,355.6421
0.4264752,0.6213255,-0.1388788,2.278385,143.8766,355.683
0.5299766,0.6190504,-0.256314,2.008096,142.2468,355.6787
0.6276129,0.6225989,-0.3662251,0.9050977,139.9339,355.4412
0.7291808,0.6222199,-0.4723913,1.457579,139.109,355.5711
0.7291808,0.6222199,-0.4723913,1.457579,139.109,355.5711
0.7951638,0.6165332,-0.5291094,2.958458,134.7783,355.7618
0.7252716,0.6208743,-0.5025084,2.314357,152.3345,356.5699
0.6988722,0.6192639,-0.489868,3.217387,168.0566,356.1935
0.6819073,0.6187416,-0.4735076,3.548887,181.4111,356.632
0.6696811,0.6195661,-0.4548926,3.735808,193.6077,357.1642
0.6625172,0.6197879,-0.4379415,3.901624,203.9311,357.7795
0.6592239,0.6202688,-0.4207044,3.948867,213.6714,357.9796
0.6591015,0.6206679,-0.4063488,3.906031,221.6258,358.1506
0.6594123,0.6209245,-0.3913225,4.082842,229.6098,358.4615
0.6631604,0.6212611,-0.3748094,4.168904,238.9998,359.0341
0.639094,0.616913,-0.3976311,4.830139,236.5668,359.3416
0.5396546,0.6157721,-0.4731407,3.043597,234.9599,359.1919
0.4087684,0.6041662,-0.5819059,4.954736,233.463,359.6381
0.4087684,0.6041662,-0.5819059,4.954736,233.463,359.6381
0.3206758,0.5993085,-0.6270624,4.446035,251.5741,359.436
0.2985823,0.5997807,-0.6105633,2.970865,275.2426,0.5347852
0.235411,0.6002793,-0.6115434,2.578292,273.0336,0.4212281
0.09079754,0.5939887,-0.6131327,3.29173,271.0564,359.1907
-0.07756138,0.5897568,-0.6240577,2.472541,268.9509,359.8748
-0.2226583,0.5870529,-0.6374704,2.72691,267.6725,359.3741
-0.3622888,0.5821097,-0.6543996,3.284888,266.2012,0.2453494
-0.5314454,0.5795972,-0.6778449,2.982016,264.3006,359.1672
-0.6685749,0.5774122,-0.7030492,3.594177,262.9845,359.3698
-0.8214185,0.5718821,-0.7344261,3.425118,261.5038,359.6319
-0.8214185,0.5718821,-0.7344261,3.425118,261.5038,359.6319
-0.9446861,0.5656488,-0.7842343,4.502676,240.5757,357.7796
-0.9405036,0.5636177,-0.8289585,3.639965,204.1443,356.7457
-0.9176885,0.5639858,-0.8526668,2.71692,175.4206,355.7072
-0.8913487,0.5658067,-0.8630114,1.660681,152.6479,355.5558
-0.8701132,0.5659634,-0.864769,1.467895,135.383,355.2728
-0.8485495,0.5655591,-0.8550679,0.1551488,112.9465,355.5134
-0.8312171,0.568524,-0.8309815,359.164,87.65927,356.0794
-0.8251066,0.568807,-0.8141981,358.6204,72.36583,356.9884
-0.8254935,0.5695689,-0.7920581,358.2111,52.1418,358.1043
-0.8344663,0.5706098,-0.7722636,358.2712,31.10601,359.1338
-0.8538281,0.5693262,-0.7572418,359.2027,8.865314,0.4479738
-0.8760513,0.5678118,-0.7466796,1.006264,348.1491,0.7264941
-0.8984126,0.5675343,-0.7430243,1.60377,327.3399,1.102627
-0.925957,0.5672939,-0.7512435,2.993545,303.1644,0.9922103
-0.944839,0.5664251,-0.7654334,3.289946,281.1262,0.2920462
-0.9589237,0.5651535,-0.7850908,4.205647,260.5254,359.4046
-0.9728315,0.5643517,-0.8088893,4.367871,241.4457,358.2866
-0.9784617,0.5644007,-0.8299254,3.82655,226.4949,357.9854
-0.9785923,0.5637146,-0.8579196,3.729174,207.7823,357.3369
-0.9671195,0.5665039,-0.8800973,3.409957,189.9021,357.0125
-0.9478762,0.5699823,-0.8980517,3.008164,172.4904,356.1601
-0.9257542,0.5724387,-0.9096147,2.295078,155.8897,356.0175
-0.9115619,0.56455,-0.9278399,1.751268,140.2946,355.6965
-0.8907573,0.5604386,-0.9352143,0.9720651,124.1529,355.6081
-0.8725529,0.5594478,-0.9331126,0.2360386,110.2251,355.7915
-0.8529958,0.5587202,-0.9247074,359.4883,95.65744,356.2223
-0.8263195,0.5681832,-0.8998162,358.8732,78.87384,356.9342
-0.8142868,0.5694438,-0.8806633,358.5282,63.06849,358.0569
-0.8075001,0.5692304,-0.8591083,358.5426,48.54474,358.6426
-0.8058751,0.5705315,-0.8376783,358.6022,34.18787,359.0094
-0.8112366,0.5705844,-0.8130845,359.0217,17.63236,359.5985
-0.8219212,0.5704674,-0.79409,359.4784,2.616367,0.2495208
-0.839382,0.569814,-0.7739909,0.6262038,345.5545,0.9137379
