"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z","robot_vr.direction.x","robot_vr.direction.y","robot_vr.direction.z"
-0.03055632,0.5999043,0.04941058,0.007036439,0.01614397,-0.003971511
-0.03023303,0.6004701,0.04976416,0.01959174,0.01544747,359.9934
-0.01415956,0.601034,0.04278684,359.5295,14.67898,359.6559
0.003981709,0.5987021,0.02074254,359.5746,33.78786,359.2474
0.01484036,0.6000466,-0.003203511,359.6234,50.15113,358.0093
0.01671302,0.6014316,-0.0270263,359.7582,68.75788,357.2245
0.00962019,0.5985934,-0.05417359,0.349927,89.95577,356.5916
0.003499031,0.5975741,-0.04678273,0.08107181,87.31446,356.1859
0.004769206,0.5988104,-0.02703381,359.5207,66.88798,357.0969
-0.0005950928,0.5979608,-0.0041641,359.3523,44.54177,358.0166
0.006288767,0.5990213,-0.009394646,359.3886,49.40128,357.7446
0.009788871,0.5978916,-0.03095776,359.7917,65.34997,357.1489
0.006498337,0.5970933,-0.05320132,0.09005993,79.17084,356.6957
-0.002151251,0.5979267,-0.04328609,359.5083,69.77884,356.894
-0.007695317,0.5979365,-0.02218997,359.3024,48.44969,357.9589
-0.02018452,0.5992318,-0.001135707,359.091,26.10618,358.7672
-0.03903508,0.5975618,0.01236606,359.6683,4.804602,359.8958
-0.05868995,0.5958484,0.01995993,0.4051383,346.0773,0.1910673
-0.08236313,0.5967977,0.02149022,1.457399,323.7321,0.5306984
-0.10513,0.5958333,0.01466697,2.463484,302.4165,0.5267729
-0.1248032,0.5952477,0.002163172,2.689929,282.0723,0.4279971
-0.1417532,0.5956293,-0.01701254,3.16089,262.0717,359.6274
-0.149412,0.5934545,-0.0416584,3.61832,239.6221,359.0888
-0.1448759,0.5936606,-0.06454915,3.585546,217.2447,358.3878
-0.1719683,0.591105,-0.126307,4.051345,210.8915,358.6171
-0.2376996,0.5874223,-0.2477344,3.05317,210.0306,358.3867
-0.2376996,0.5874223,-0.2477344,3.05317,210.0306,358.3867
-0.3071671,0.5822668,-0.3561171,3.845284,220.2317,358.4716
-0.344461,0.581866,-0.355417,3.752379,247.694,359.5467
-0.3445988,0.5846555,-0.3548064,1.942464,247.8133,359.5137
-0.4511012,0.5805062,-0.4077017,2.866456,245.3037,359.4243
-0.5797606,0.5770668,-0.4761145,3.394515,244.0119,359.2009
-0.7119063,0.5728892,-0.5477984,2.974775,242.8023,358.9922
-0.8439577,0.5664084,-0.6227747,3.308192,241.4467,359.2064
