"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z","robot_vr.direction.x","robot_vr.direction.y","robot_vr.direction.z"
-0.04613256,0.6068262,0.01028979,0.01500061,359.9923,0.02610302
-0.04613256,0.6068262,0.01028979,0.01500061,359.9923,0.02610302
-0.0447768,0.6030718,0.001647413,3.730628,0.04559352,0.6536126
-0.04114056,0.6063855,-0.1339921,358.868,356.2537,0.3737468
-0.05998766,0.6009128,-0.1744589,1.954001,337.3142,0.6163449
-0.04689026,0.5976598,-0.1875225,1.007982,349.1266,359.8306
-0.0688349,0.5991881,-0.1933432,1.53385,329.9293,0.5133777
-0.09506428,0.5975716,-0.2020651,2.071042,306.0659,0.7071022
-0.1168727,0.5957158,-0.2200735,3.459229,278.2466,0.09369653
-0.1279783,0.5954815,-0.2487469,4.245274,251.67,359.3129
-0.1279783,0.5954815,-0.2487469,4.245274,251.67,359.3129
-0.1618804,0.59276,-0.2958377,5.666627,237.3755,0.00833407
-0.1962974,0.5922834,-0.277787,3.684908,270.9994,0.1682331
-0.1912154,0.5940434,-0.2510742,2.839076,296.1861,0.2576474
-0.2721018,0.5913512,-0.227586,1.995436,293.0398,1.2381
-0.4162214,0.5894262,-0.1806983,2.530853,291.5383,0.013783
-0.5917058,0.5921414,-0.132529,2.224843,289.7214,0.1263546
-0.5917058,0.5921414,-0.132529,2.224843,289.7214,0.1263546
-0.6559769,0.5904886,-0.1208283,3.655055,287.1671,0.04942882
-0.6031165,0.5884043,-0.1635698,3.162063,264.7398,359.5087
-0.5922396,0.5886476,-0.1921315,3.86942,239.1033,358.7694
-0.5786498,0.5883517,-0.2198398,3.947445,210.5342,357.7146
-0.5621365,0.5865504,-0.2420596,3.501257,188.8918,356.9855
-0.5577074,0.5827743,-0.3082786,5.101981,184.1554,357.9491
-0.5570647,0.5805804,-0.4741505,3.552591,183.5155,356.9278
-0.5570647,0.5805804,-0.4741505,3.552591,183.5155,356.9278
-0.5784134,0.5797231,-0.5775951,3.751677,202.8376,358.3111
-0.5868446,0.5774776,-0.599286,3.770589,206.7953,357.8566
-0.5634098,0.5787038,-0.6182255,3.354081,178.3953,357.0952
-0.5323211,0.5789996,-0.6223523,2.913232,149.2483,356.6729
-0.5041252,0.5777917,-0.6090013,2.016455,118.1606,356.8539
-0.4938606,0.5798874,-0.5986865,1.271153,102.6592,356.6239
-0.4207799,0.5805082,-0.6068501,0.9745718,101.5599,357.5883
-0.2530002,0.5815203,-0.6264721,1.47576,100.1316,356.7065
-0.164432,0.5912853,-0.633122,355.0941,97.10231,357.8955
-0.164432,0.5912853,-0.633122,355.0941,97.10231,357.8955
-0.1047691,0.5873457,-0.6510297,2.091802,107.5507,355.1588
-0.1051811,0.5839087,-0.6605251,1.288058,115.4837,355.8913
-0.08229697,0.5951134,-0.6810223,355.4689,118.5486,355.1722
-0.01734138,0.5951049,-0.7168239,355.8888,119.8114,355.8384
0.06649375,0.596343,-0.7497135,356.1328,116.3711,355.7125
0.156875,0.5985553,-0.7782001,355.5497,112.9424,356.1022
0.2521423,0.596786,-0.8029398,355.7376,109.4288,355.4874
0.348488,0.5994744,-0.8200858,355.4169,106.3101,356.0718
0.4439224,0.6019933,-0.8374069,356.1294,103.4938,355.254
0.5493675,0.6059364,-0.844202,355.5771,99.72404,355.6598
0.6473719,0.6068304,-0.8458835,355.1371,95.91707,355.5347
0.6473719,0.6068304,-0.8458835,355.1371,95.91707,355.5347
0.7140518,0.6060658,-0.8707736,0.01402067,114.6844,355.7346
0.7182282,0.5997003,-0.8700731,0.9239169,109.448,355.8827
0.7260839,0.5999707,-0.8680136,0.6299661,101.7345,356.0822
0.7252547,0.5996259,-0.8677347,0.661723,101.6284,356.0706
0.7219609,0.5996326,-0.8625654,0.5017792,99.12254,355.9297
0.7157921,0.5994875,-0.8542264,359.8946,94.95071,355.6379
0.7060633,0.5976789,-0.869453,1.442499,108.2985,355.7213
0.7059802,0.5972891,-0.8577768,0.8591547,102.7386,356.0166
0.7063073,0.6011078,-0.8414905,358.6466,87.30174,355.4801
0.6964844,0.595099,-0.8564273,1.24979,99.03107,356.1241
0.688279,0.5983058,-0.8490373,0.2830721,95.11736,356.1833
0.6890197,0.5965272,-0.8588885,1.240754,99.85334,355.7693
0.6873327,0.5953174,-0.8490857,0.5035468,93.83111,355.9142
0.6891639,0.5940554,-0.8613485,1.079392,99.17237,355.64
0.6851799,0.5900331,-0.8517504,0.313684,92.11233,356.2452
0.6881915,0.5961491,-0.8581289,0.8283945,97.91978,356.0426
0.6842346,0.5948359,-0.8467242,0.3049001,91.75169,356.5284
0.6843556,0.5931576,-0.8598299,0.6395049,97.10468,356.1214
0.6797874,0.5912315,-0.8553124,0.4148234,94.79038,356.1662
0.6831619,0.5915021,-0.8598552,0.7874053,97.60238,356.474
0.6789395,0.5900863,-0.8577756,0.3509012,95.53793,356.2861
0.6833149,0.5949593,-0.8284335,359.7008,74.84048,357.2145
0.6901516,0.5938507,-0.8334758,359.9508,77.1965,357.0614
0.685969,0.5910749,-0.8581752,0.7175822,100.3448,356.4183
0.6808122,0.5934325,-0.8479351,0.2921545,95.8898,356.0688
0.685789,0.597841,-0.8445616,359.8629,92.19726,356.6225
0.6768031,0.5953975,-0.8644699,0.9985301,114.7289,355.9449
0.6700714,0.5958786,-0.8577117,0.9129412,117.599,356.1807
0.6793152,0.5962939,-0.8444831,0.4045531,98.78914,355.456
0.6868886,0.5952189,-0.845446,0.03695538,96.55304,356.3191
0.6758326,0.5904835,-0.8698499,1.457906,119.8394,355.8907
0.6725866,0.5909058,-0.8611749,1.665133,122.4927,355.7862
0.6829628,0.5935456,-0.8468441,0.5039635,104.7787,356.1101
0.6948692,0.5933269,-0.8300059,359.5975,85.51159,356.4666
0.7040277,0.593516,-0.8297446,359.5025,83.89893,356.8074
0.699854,0.5911776,-0.8518336,0.7305029,106.5566,356.0579
0.6936888,0.5922437,-0.8454504,0.3707193,108.2256,355.9961
0.7003772,0.5950334,-0.8283669,359.444,90.03169,356.4892
0.7081292,0.5933664,-0.8316175,0.05105546,90.89757,356.6042
0.6996469,0.5905962,-0.8529325,0.9530627,112.5743,355.9897
0.6953455,0.5919656,-0.842646,1.069558,112.3628,355.8754
0.7028385,0.5952157,-0.8251952,359.6253,93.43715,355.9884
0.711346,0.5948597,-0.8316156,0.5838377,97.59203,356.0518
0.6994087,0.5918278,-0.8528191,1.323211,119.251,355.8222
0.700428,0.5961103,-0.8379336,1.647186,117.0942,355.3054
0.70869,0.5978186,-0.8256611,0.2319801,100.9281,355.6617
0.7127863,0.5977684,-0.8351727,0.7482244,106.2493,355.9492
0.6985182,0.5946733,-0.8543072,1.231294,127.7562,355.8435
0.6994507,0.5980611,-0.8438898,0.9398076,123.3621,355.4983
0.7129868,0.5994847,-0.8266832,0.4900765,105.5269,355.693
0.716235,0.5968856,-0.8433269,1.214637,113.0217,355.8978
0.7193354,0.5968376,-0.8308861,0.7503792,108.4862,356.0757
0.7178236,0.5958734,-0.8458473,1.341125,115.796,355.6295
0.7210079,0.5943189,-0.8331431,0.9567221,110.1302,356.0321
0.7292492,0.5984552,-0.8272669,1.44432,102.9658,356.1715
0.7159592,0.5980383,-0.8487423,1.401292,124.1783,355.1412
0.7061872,0.5969501,-0.855563,1.758253,132.8421,354.5899
